"id_distrito","departamento","distrito","tipo_de_vivienda","hogares"
"1910","Constitución","Peyrano","Departamento",1
"1906","Constitución","Santa Teresa","Departamento",2
"1918","Constitución","Villa Constitución","Departamento",682
"0502","Garay","Cayastá","Departamento",1
"0501","Garay","Helvecia","Departamento",12
"0503","Garay","Santa Rosa de Calchines","Departamento",2
"0505","Garay","Colonia Mascías","Departamento",6
"1703","General López","Murphy","Departamento",2
"1704","General López","Chovet","Departamento",4
"1706","General López","Firmat","Departamento",315
"1720","General López","Hughes","Departamento",4
"1728","General López","Lazzarino","Departamento",2
"1717","General López","María Teresa","Departamento",4
"1709","General López","Melincué","Departamento",2
"1727","General López","Rufino","Departamento",184
"1724","General López","San Gregorio","Departamento",4
"1718","General López","Santa Isabel","Departamento",2
"1723","General López","Teodelina","Departamento",2
"1713","General López","Venado Tuerto","Departamento",2374
"1719","General López","Villa Cañás","Departamento",43
"1722","General López","Wheelwright","Departamento",10
"0327","General Obligado","Guadalupe Norte","Departamento",8
"0319","General Obligado","Avellaneda","Departamento",469
"0323","General Obligado","Malabrigo","Departamento",39
"0302","General Obligado","Florencia","Departamento",2
"0316","General Obligado","Lanteri","Departamento",1
"0315","General Obligado","Las Garzas","Departamento",1
"0305","General Obligado","Las Toscas","Departamento",54
"0303","General Obligado","El Rabón","Departamento",3
"0320","General Obligado","Reconquista","Departamento",2468
"0309","General Obligado","Villa Ana","Departamento",3
"0308","General Obligado","Villa Ocampo","Departamento",119
"1410","Iriondo","Cañada de Gómez","Departamento",533
"1401","Iriondo","Clason","Departamento",1
"1411","Iriondo","Correa","Departamento",12
"1404","Iriondo","Oliveros","Departamento",2
"1402","Iriondo","Totoras","Departamento",47
"1412","Iriondo","Villa Eloísa","Departamento",14
"1005","La Capital","Laguna Paiva","Departamento",21
"1003","La Capital","Llambi Campbell","Departamento",1
"1009","La Capital","Monte Vera","Departamento",20
"1006","La Capital","Nelson","Departamento",20
"1010","La Capital","Recreo","Departamento",23
"1011","La Capital","Santa Fe","Departamento",21811
"1012","La Capital","Santo Tomé","Departamento",1589
"1013","La Capital","Sauce Viejo","Departamento",2
"1016","La Capital","San José del Rincón","Departamento",2
"0901","Las Colonias","Elisa","Departamento",3
"0916","Las Colonias","Esperanza","Departamento",897
"0912","Las Colonias","Felicia","Departamento",1
"0926","Las Colonias","Franck","Departamento",17
"0918","Las Colonias","Humboldt","Departamento",2
"0920","Las Colonias","Pilar","Departamento",3
"0935","Las Colonias","San Carlos Centro","Departamento",46
"0923","Las Colonias","San Jerónimo Norte","Departamento",14
"0934","Las Colonias","Santa Clara de Buena Vista","Departamento",1
"0110","9 de Julio","Villa Minetti","Departamento",3
"0105","9 de Julio","Tostado","Departamento",25
"1613","Rosario","Acebal","Departamento",63
"1611","Rosario","Álvarez","Departamento",2
"1609","Rosario","Alvear","Departamento",1
"1618","Rosario","Arroyo Seco","Departamento",191
"1604","Rosario","Funes","Departamento",29
"1602","Rosario","Granadero Baigorria","Departamento",168
"1601","Rosario","Ibarlucea","Departamento",2
"1606","Rosario","Pérez","Departamento",92
"1625","Rosario","Pueblo Esther","Departamento",12
"1612","Rosario","Pueblo Muñoz (Est. Bernard)","Departamento",8
"1603","Rosario","Rosario","Departamento",99534
"1607","Rosario","Soldini","Departamento",1
"1608","Rosario","Villa Gobernador Gálvez","Departamento",641
"1605","Rosario","Zavalla","Departamento",76
"1617","Rosario","General Lagos","Departamento",2
"0706","San Cristóbal","Aguará Grande","Departamento",2
"0703","San Cristóbal","Ambrosetti","Departamento",1
"0701","San Cristóbal","Ceres","Departamento",41
"0720","San Cristóbal","La Lucila","Departamento",2
"0724","San Cristóbal","Moisés Ville","Departamento",3
"0708","San Cristóbal","San Cristóbal","Departamento",34
"0716","San Cristóbal","San Guillermo","Departamento",43
"0726","San Cristóbal","Suardi","Departamento",25
"0714","San Cristóbal","Villa Trinidad","Departamento",2
"0401","San Javier","Romang","Departamento",36
"0404","San Javier","San Javier","Departamento",26
"1110","San Jerónimo","Arocena","Departamento",2
"1115","San Jerónimo","Barrancas","Departamento",6
"1122","San Jerónimo","Centeno","Departamento",4
"1105","San Jerónimo","Coronda","Departamento",59
"1119","San Jerónimo","Díaz","Departamento",5
"1108","San Jerónimo","Gálvez","Departamento",242
"1118","San Jerónimo","Maciel","Departamento",8
"1121","San Jerónimo","San Genaro","Departamento",14
"1116","San Jerónimo","Monje","Departamento",1
"0607","San Justo","Gobernador Crespo","Departamento",46
"0611","San Justo","San Justo","Departamento",185
"1511","San Lorenzo","Roldán","Departamento",33
"1505","San Lorenzo","Capitán Bermúdez","Departamento",153
"1509","San Lorenzo","Carcarañá","Departamento",29
"1513","San Lorenzo","Coronel Arnold","Departamento",5
"1504","San Lorenzo","Fray Luis Beltrán","Departamento",43
"1514","San Lorenzo","Fuentes","Departamento",2
"1501","San Lorenzo","Timbúes","Departamento",1
"1502","San Lorenzo","Puerto General San Martín","Departamento",62
"1512","San Lorenzo","Pujato","Departamento",21
"1506","San Lorenzo","Ricardone","Departamento",3
"1503","San Lorenzo","San Lorenzo","Departamento",1499
"1515","San Lorenzo","Villa Mugueta","Departamento",5
"1206","San Martín","Cañada Rosquín","Departamento",1
"1211","San Martín","Carlos Pellegrini","Departamento",7
"1215","San Martín","El Trébol","Departamento",34
"1217","San Martín","María Susana","Departamento",2
"1208","San Martín","San Jorge","Departamento",108
"1204","San Martín","San Martín de las Escobas","Departamento",1
"1203","San Martín","Sastre","Departamento",8
"0213","Vera","Tartagal","Departamento",1
"0205","Vera","Calchaquí","Departamento",35
"0202","Vera","Vera","Departamento",88
"0207","Vera","Fortín Olmos","Departamento",1
"0204","Vera","Margarita","Departamento",6
"1306","Belgrano","Armstrong","Pieza en inquilinato",14
"1301","Belgrano","Bouquet","Pieza en inquilinato",1
"1303","Belgrano","Las Parejas","Pieza en inquilinato",38
"1302","Belgrano","Las Rosas","Pieza en inquilinato",10
"1305","Belgrano","Tortugas","Pieza en inquilinato",3
"1803","Caseros","Arequito","Pieza en inquilinato",5
"1801","Caseros","Arteaga","Pieza en inquilinato",5
"1811","Caseros","Berabevú","Pieza en inquilinato",1
"1807","Caseros","Bigand","Pieza en inquilinato",5
"1805","Caseros","Casilda","Pieza en inquilinato",27
"1808","Caseros","Chabás","Pieza en inquilinato",2
"1804","Caseros","Los Molinos","Pieza en inquilinato",2
"1810","Caseros","Los Quirquinchos","Pieza en inquilinato",1
"1802","Caseros","San José de la Esquina","Pieza en inquilinato",3
"0837","Castellanos","Angélica","Pieza en inquilinato",1
"0825","Castellanos","Bella Italia","Pieza en inquilinato",3
"0810","Castellanos","Colonia Aldao","Pieza en inquilinato",3
"0805","Castellanos","Tacural","Pieza en inquilinato",3
"0808","Castellanos","Eusebia","Pieza en inquilinato",1
"0841","Castellanos","Frontera","Pieza en inquilinato",2
"0809","Castellanos","Colonia Hugentobler","Pieza en inquilinato",1
"0803","Castellanos","Humberto Primo","Pieza en inquilinato",5
"0814","Castellanos","Lehmann","Pieza en inquilinato",5
"0844","Castellanos","María Juana","Pieza en inquilinato",3
"0835","Castellanos","Clucellas","Pieza en inquilinato",1
"0824","Castellanos","Rafaela","Pieza en inquilinato",129
"0846","Castellanos","San Vicente","Pieza en inquilinato",2
"0811","Castellanos","Sunchales","Pieza en inquilinato",27
"1902","Constitución","Alcorta","Pieza en inquilinato",3
"1901","Constitución","Bombal","Pieza en inquilinato",7
"1916","Constitución","Empalme Villa Constitución","Pieza en inquilinato",1
"1904","Constitución","Máximo Paz (Est. Paz)","Pieza en inquilinato",2
"1905","Constitución","Pavón Arriba","Pieza en inquilinato",5
"1918","Constitución","Villa Constitución","Pieza en inquilinato",42
"0506","Garay","Saladero Mariano Cabal","Pieza en inquilinato",1
"0502","Garay","Cayastá","Pieza en inquilinato",2
"0501","Garay","Helvecia","Pieza en inquilinato",2
"0503","Garay","Santa Rosa de Calchines","Pieza en inquilinato",11
"1731","General López","Amenábar","Pieza en inquilinato",1
"1701","General López","Cafferata","Pieza en inquilinato",1
"1703","General López","Murphy","Pieza en inquilinato",6
"1730","General López","Diego de Alvear","Pieza en inquilinato",3
"1710","General López","Elortondo","Pieza en inquilinato",3
"1706","General López","Firmat","Pieza en inquilinato",22
"1720","General López","Hughes","Pieza en inquilinato",5
"1702","General López","La Chispa","Pieza en inquilinato",2
"1717","General López","María Teresa","Pieza en inquilinato",3
"1727","General López","Rufino","Pieza en inquilinato",9
"1726","General López","Sancti Spiritu","Pieza en inquilinato",3
"1724","General López","San Gregorio","Pieza en inquilinato",2
"1718","General López","Santa Isabel","Pieza en inquilinato",3
"1723","General López","Teodelina","Pieza en inquilinato",13
"1713","General López","Venado Tuerto","Pieza en inquilinato",138
"1719","General López","Villa Cañás","Pieza en inquilinato",8
"1722","General López","Wheelwright","Pieza en inquilinato",3
"0328","General Obligado","Nicanor Molinas","Pieza en inquilinato",1
"0327","General Obligado","Guadalupe Norte","Pieza en inquilinato",6
"0319","General Obligado","Avellaneda","Pieza en inquilinato",57
"0314","General Obligado","Arroyo Ceibal","Pieza en inquilinato",1
"0322","General Obligado","Berna","Pieza en inquilinato",2
"0323","General Obligado","Malabrigo","Pieza en inquilinato",4
"0302","General Obligado","Florencia","Pieza en inquilinato",17
"0316","General Obligado","Lanteri","Pieza en inquilinato",3
"0305","General Obligado","Las Toscas","Pieza en inquilinato",13
"0303","General Obligado","El Rabón","Pieza en inquilinato",1
"0320","General Obligado","Reconquista","Pieza en inquilinato",109
"0306","General Obligado","San Antonio de Obligado","Pieza en inquilinato",5
"0307","General Obligado","Tacuarendí","Pieza en inquilinato",1
"0309","General Obligado","Villa Ana","Pieza en inquilinato",3
"0308","General Obligado","Villa Ocampo","Pieza en inquilinato",24
"0321","General Obligado","El Arazá","Pieza en inquilinato",4
"1410","Iriondo","Cañada de Gómez","Pieza en inquilinato",14
"1411","Iriondo","Correa","Pieza en inquilinato",5
"1402","Iriondo","Totoras","Pieza en inquilinato",13
"1412","Iriondo","Villa Eloísa","Pieza en inquilinato",4
"1005","La Capital","Laguna Paiva","Pieza en inquilinato",13
"1009","La Capital","Monte Vera","Pieza en inquilinato",7
"1006","La Capital","Nelson","Pieza en inquilinato",3
"1010","La Capital","Recreo","Pieza en inquilinato",17
"1011","La Capital","Santa Fe","Pieza en inquilinato",284
"1012","La Capital","Santo Tomé","Pieza en inquilinato",22
"1013","La Capital","Sauce Viejo","Pieza en inquilinato",3
"1016","La Capital","San José del Rincón","Pieza en inquilinato",2
"0901","Las Colonias","Elisa","Pieza en inquilinato",2
"0916","Las Colonias","Esperanza","Pieza en inquilinato",23
"0912","Las Colonias","Felicia","Pieza en inquilinato",2
"0926","Las Colonias","Franck","Pieza en inquilinato",6
"0918","Las Colonias","Humboldt","Pieza en inquilinato",1
"0903","Las Colonias","La Pelada","Pieza en inquilinato",1
"0920","Las Colonias","Pilar","Pieza en inquilinato",2
"0909","Las Colonias","Progreso","Pieza en inquilinato",1
"0932","Las Colonias","Sa Pereira","Pieza en inquilinato",1
"0929","Las Colonias","San Agustín","Pieza en inquilinato",3
"0935","Las Colonias","San Carlos Centro","Pieza en inquilinato",9
"0937","Las Colonias","San Carlos Sud","Pieza en inquilinato",10
"0923","Las Colonias","San Jerónimo Norte","Pieza en inquilinato",1
"0107","9 de Julio","Esteban Rams","Pieza en inquilinato",1
"0106","9 de Julio","Logroño","Pieza en inquilinato",1
"0101","9 de Julio","Gregoria Pérez de Denis (Est. El Nochero)","Pieza en inquilinato",6
"0110","9 de Julio","Villa Minetti","Pieza en inquilinato",21
"0104","9 de Julio","Pozo Borrado","Pieza en inquilinato",3
"0111","9 de Julio","Santa Margarita","Pieza en inquilinato",1
"0105","9 de Julio","Tostado","Pieza en inquilinato",19
"1613","Rosario","Acebal","Pieza en inquilinato",8
"1611","Rosario","Álvarez","Pieza en inquilinato",4
"1609","Rosario","Alvear","Pieza en inquilinato",3
"1618","Rosario","Arroyo Seco","Pieza en inquilinato",11
"1615","Rosario","Coronel Domínguez","Pieza en inquilinato",1
"1619","Rosario","Fighiera","Pieza en inquilinato",1
"1604","Rosario","Funes","Pieza en inquilinato",6
"1602","Rosario","Granadero Baigorria","Pieza en inquilinato",21
"1606","Rosario","Pérez","Pieza en inquilinato",38
"1625","Rosario","Pueblo Esther","Pieza en inquilinato",6
"1620","Rosario","Coronel Bogado","Pieza en inquilinato",2
"1603","Rosario","Rosario","Pieza en inquilinato",736
"1607","Rosario","Soldini","Pieza en inquilinato",1
"1608","Rosario","Villa Gobernador Gálvez","Pieza en inquilinato",37
"1605","Rosario","Zavalla","Pieza en inquilinato",1
"1617","Rosario","General Lagos","Pieza en inquilinato",3
"0703","San Cristóbal","Ambrosetti","Pieza en inquilinato",1
"0711","San Cristóbal","Arrufó","Pieza en inquilinato",3
"0701","San Cristóbal","Ceres","Pieza en inquilinato",13
"0724","San Cristóbal","Moisés Ville","Pieza en inquilinato",5
"0708","San Cristóbal","San Cristóbal","Pieza en inquilinato",24
"0716","San Cristóbal","San Guillermo","Pieza en inquilinato",12
"0726","San Cristóbal","Suardi","Pieza en inquilinato",1
"0714","San Cristóbal","Villa Trinidad","Pieza en inquilinato",5
"0403","San Javier","Alejandra","Pieza en inquilinato",1
"0405","San Javier","Cacique Ariacaiquín","Pieza en inquilinato",2
"0401","San Javier","Romang","Pieza en inquilinato",9
"0404","San Javier","San Javier","Pieza en inquilinato",20
"1115","San Jerónimo","Barrancas","Pieza en inquilinato",5
"1113","San Jerónimo","Bernardo de Irigoyen (Est. Irigoyen)","Pieza en inquilinato",1
"1122","San Jerónimo","Centeno","Pieza en inquilinato",3
"1105","San Jerónimo","Coronda","Pieza en inquilinato",7
"1104","San Jerónimo","Desvío Arijón","Pieza en inquilinato",3
"1119","San Jerónimo","Díaz","Pieza en inquilinato",3
"1117","San Jerónimo","Gaboto","Pieza en inquilinato",1
"1108","San Jerónimo","Gálvez","Pieza en inquilinato",10
"1121","San Jerónimo","San Genaro","Pieza en inquilinato",1
"1116","San Jerónimo","Monje","Pieza en inquilinato",1
"0607","San Justo","Gobernador Crespo","Pieza en inquilinato",8
"0606","San Justo","La Penca y Caraguatá","Pieza en inquilinato",1
"0601","San Justo","Pedro Gómez Cello","Pieza en inquilinato",3
"0611","San Justo","San Justo","Pieza en inquilinato",10
"0615","San Justo","Videla","Pieza en inquilinato",2
"1511","San Lorenzo","Roldán","Pieza en inquilinato",5
"1505","San Lorenzo","Capitán Bermúdez","Pieza en inquilinato",17
"1509","San Lorenzo","Carcarañá","Pieza en inquilinato",13
"1504","San Lorenzo","Fray Luis Beltrán","Pieza en inquilinato",4
"1514","San Lorenzo","Fuentes","Pieza en inquilinato",1
"1501","San Lorenzo","Timbúes","Pieza en inquilinato",1
"1502","San Lorenzo","Puerto General San Martín","Pieza en inquilinato",17
"1512","San Lorenzo","Pujato","Pieza en inquilinato",3
"1503","San Lorenzo","San Lorenzo","Pieza en inquilinato",50
"1206","San Martín","Cañada Rosquín","Pieza en inquilinato",3
"1211","San Martín","Carlos Pellegrini","Pieza en inquilinato",12
"1201","San Martín","Castelar","Pieza en inquilinato",1
"1215","San Martín","El Trébol","Pieza en inquilinato",23
"1209","San Martín","Las Petacas","Pieza en inquilinato",3
"1217","San Martín","María Susana","Pieza en inquilinato",3
"1208","San Martín","San Jorge","Pieza en inquilinato",25
"1204","San Martín","San Martín de las Escobas","Pieza en inquilinato",1
"1203","San Martín","Sastre","Pieza en inquilinato",4
"0213","Vera","Tartagal","Pieza en inquilinato",7
"0205","Vera","Calchaquí","Pieza en inquilinato",11
"0202","Vera","Vera","Pieza en inquilinato",28
"0207","Vera","Fortín Olmos","Pieza en inquilinato",3
"0204","Vera","Margarita","Pieza en inquilinato",4
"0203","Vera","La Gallareta","Pieza en inquilinato",1
"1306","Belgrano","Armstrong","Pieza en hotel familiar o pensión",2
"1801","Caseros","Arteaga","Pieza en hotel familiar o pensión",2
"1805","Caseros","Casilda","Pieza en hotel familiar o pensión",10
"0812","Castellanos","Ataliva","Pieza en hotel familiar o pensión",1
"0841","Castellanos","Frontera","Pieza en hotel familiar o pensión",5
"0803","Castellanos","Humberto Primo","Pieza en hotel familiar o pensión",2
"0833","Castellanos","Josefina","Pieza en hotel familiar o pensión",2
"0835","Castellanos","Clucellas","Pieza en hotel familiar o pensión",1
"0824","Castellanos","Rafaela","Pieza en hotel familiar o pensión",33
"0840","Castellanos","Zenón Pereyra","Pieza en hotel familiar o pensión",1
"1918","Constitución","Villa Constitución","Pieza en hotel familiar o pensión",2
"0503","Garay","Santa Rosa de Calchines","Pieza en hotel familiar o pensión",1
"1706","General López","Firmat","Pieza en hotel familiar o pensión",6
"1720","General López","Hughes","Pieza en hotel familiar o pensión",2
"1713","General López","Venado Tuerto","Pieza en hotel familiar o pensión",24
"1719","General López","Villa Cañás","Pieza en hotel familiar o pensión",1
"0323","General Obligado","Malabrigo","Pieza en hotel familiar o pensión",1
"0302","General Obligado","Florencia","Pieza en hotel familiar o pensión",1
"0320","General Obligado","Reconquista","Pieza en hotel familiar o pensión",8
"0304","General Obligado","Villa Guillermina","Pieza en hotel familiar o pensión",3
"0308","General Obligado","Villa Ocampo","Pieza en hotel familiar o pensión",10
"1410","Iriondo","Cañada de Gómez","Pieza en hotel familiar o pensión",2
"1404","Iriondo","Oliveros","Pieza en hotel familiar o pensión",1
"1010","La Capital","Recreo","Pieza en hotel familiar o pensión",1
"1011","La Capital","Santa Fe","Pieza en hotel familiar o pensión",89
"1012","La Capital","Santo Tomé","Pieza en hotel familiar o pensión",7
"1016","La Capital","San José del Rincón","Pieza en hotel familiar o pensión",2
"0901","Las Colonias","Elisa","Pieza en hotel familiar o pensión",2
"0916","Las Colonias","Esperanza","Pieza en hotel familiar o pensión",8
"0926","Las Colonias","Franck","Pieza en hotel familiar o pensión",1
"0935","Las Colonias","San Carlos Centro","Pieza en hotel familiar o pensión",2
"0911","Las Colonias","Sarmiento","Pieza en hotel familiar o pensión",3
"0110","9 de Julio","Villa Minetti","Pieza en hotel familiar o pensión",2
"0105","9 de Julio","Tostado","Pieza en hotel familiar o pensión",2
"1613","Rosario","Acebal","Pieza en hotel familiar o pensión",3
"1618","Rosario","Arroyo Seco","Pieza en hotel familiar o pensión",4
"1615","Rosario","Coronel Domínguez","Pieza en hotel familiar o pensión",2
"1602","Rosario","Granadero Baigorria","Pieza en hotel familiar o pensión",8
"1603","Rosario","Rosario","Pieza en hotel familiar o pensión",936
"1608","Rosario","Villa Gobernador Gálvez","Pieza en hotel familiar o pensión",20
"1605","Rosario","Zavalla","Pieza en hotel familiar o pensión",4
"0708","San Cristóbal","San Cristóbal","Pieza en hotel familiar o pensión",3
"0403","San Javier","Alejandra","Pieza en hotel familiar o pensión",1
"0404","San Javier","San Javier","Pieza en hotel familiar o pensión",3
"1115","San Jerónimo","Barrancas","Pieza en hotel familiar o pensión",6
"1122","San Jerónimo","Centeno","Pieza en hotel familiar o pensión",1
"1117","San Jerónimo","Gaboto","Pieza en hotel familiar o pensión",1
"1108","San Jerónimo","Gálvez","Pieza en hotel familiar o pensión",1
"1118","San Jerónimo","Maciel","Pieza en hotel familiar o pensión",1
"1121","San Jerónimo","San Genaro","Pieza en hotel familiar o pensión",2
"1511","San Lorenzo","Roldán","Pieza en hotel familiar o pensión",8
"1505","San Lorenzo","Capitán Bermúdez","Pieza en hotel familiar o pensión",4
"1506","San Lorenzo","Ricardone","Pieza en hotel familiar o pensión",1
"1206","San Martín","Cañada Rosquín","Pieza en hotel familiar o pensión",3
"1212","San Martín","Casas","Pieza en hotel familiar o pensión",1
"1215","San Martín","El Trébol","Pieza en hotel familiar o pensión",2
"0202","Vera","Vera","Pieza en hotel familiar o pensión",1
"0207","Vera","Fortín Olmos","Pieza en hotel familiar o pensión",1
"1306","Belgrano","Armstrong","Local no construido para habitación",10
"1303","Belgrano","Las Parejas","Local no construido para habitación",6
"1302","Belgrano","Las Rosas","Local no construido para habitación",4
"1304","Belgrano","Montes de Oca","Local no construido para habitación",5
"1305","Belgrano","Tortugas","Local no construido para habitación",1
"1801","Caseros","Arteaga","Local no construido para habitación",4
